CountryCode,ServicesType,PercentOfExportedServices
SEN,Chemicals (% of value added in manufacturing),18.58440751
SEN,"Food, beverages and tobacco (% of value added in manufacturing)",34.77254834
SEN,Machinery and transport equipment (% of value added in manufacturing),2.224141073
SEN,Other manufacturing (% of value added in manufacturing),43.53984
SEN,Textiles and clothing (% of value added in manufacturing),0.879063067
SRB,Transport services (% of commercial service exports),23.29409558
SRB,Travel services (% of commercial service exports),22.69344975
SRB,Insurance and financial services (% of commercial service exports),1.537910557
SRB,"Computer, communications and other services (% of commercial service exports)",52.47454411
SRB,Chemicals (% of value added in manufacturing),7.482652116
SRB,"Food, beverages and tobacco (% of value added in manufacturing)",25.6946297
SRB,Machinery and transport equipment (% of value added in manufacturing),14.90195475
SRB,Other manufacturing (% of value added in manufacturing),44.34042507
SRB,Textiles and clothing (% of value added in manufacturing),7.580338361
SYC,Transport services (% of commercial service exports),23.37266096
SYC,Travel services (% of commercial service exports),48.17922824
SYC,Insurance and financial services (% of commercial service exports),0
SYC,"Computer, communications and other services (% of commercial service exports)",28.4481108
SLE,Transport services (% of commercial service exports),19.3666684
SLE,Travel services (% of commercial service exports),17.10975271
SLE,Insurance and financial services (% of commercial service exports),0.686072619
SLE,"Computer, communications and other services (% of commercial service exports)",62.83750627
SGP,Transport services (% of commercial service exports),32.87194153
SGP,Travel services (% of commercial service exports),12.48529812
SGP,Insurance and financial services (% of commercial service exports),15.89423182
SGP,"Computer, communications and other services (% of commercial service exports)",38.74852853
SGP,Chemicals (% of value added in manufacturing),23.72913721
SGP,"Food, beverages and tobacco (% of value added in manufacturing)",5.354895097
SGP,Machinery and transport equipment (% of value added in manufacturing),55.4791586
SGP,Other manufacturing (% of value added in manufacturing),15.16221678
SGP,Textiles and clothing (% of value added in manufacturing),0.274592307
SXM,Transport services (% of commercial service exports),2.627812734
SXM,Travel services (% of commercial service exports),81.42553694
SXM,Insurance and financial services (% of commercial service exports),0.27518467
SXM,"Computer, communications and other services (% of commercial service exports)",15.67146566
SVK,Transport services (% of commercial service exports),29.85139821
SVK,Travel services (% of commercial service exports),28.44894248
SVK,Insurance and financial services (% of commercial service exports),2.604188784
SVK,"Computer, communications and other services (% of commercial service exports)",39.09547053
SVK,Chemicals (% of value added in manufacturing),2.398651002
SVK,"Food, beverages and tobacco (% of value added in manufacturing)",6.600925199
SVK,Machinery and transport equipment (% of value added in manufacturing),40.191751
SVK,Other manufacturing (% of value added in manufacturing),47.1961297
SVK,Textiles and clothing (% of value added in manufacturing),3.612543099
SVN,Transport services (% of commercial service exports),26.85277024
SVN,Travel services (% of commercial service exports),37.60430774
SVN,Insurance and financial services (% of commercial service exports),2.363210963
SVN,"Computer, communications and other services (% of commercial service exports)",33.17971105
SVN,Chemicals (% of value added in manufacturing),16.80990623
SVN,"Food, beverages and tobacco (% of value added in manufacturing)",6.84649111
SVN,Machinery and transport equipment (% of value added in manufacturing),21.14775908
SVN,Other manufacturing (% of value added in manufacturing),51.70291364
SVN,Textiles and clothing (% of value added in manufacturing),3.492929941
SLB,Transport services (% of commercial service exports),19.43215847
SLB,Travel services (% of commercial service exports),51.07340109
SLB,Insurance and financial services (% of commercial service exports),0.05998645
SLB,"Computer, communications and other services (% of commercial service exports)",29.43445398
ZAF,Transport services (% of commercial service exports),18.44290833
ZAF,Travel services (% of commercial service exports),56.76865399
ZAF,Insurance and financial services (% of commercial service exports),6.732486687
ZAF,"Computer, communications and other services (% of commercial service exports)",18.05595099
ZAF,Chemicals (% of value added in manufacturing),6.996506011
ZAF,"Food, beverages and tobacco (% of value added in manufacturing)",22.17929624
ZAF,Machinery and transport equipment (% of value added in manufacturing),14.60321145
ZAF,Other manufacturing (% of value added in manufacturing),54.42716684
ZAF,Textiles and clothing (% of value added in manufacturing),1.793819453
SSD,Transport services (% of commercial service exports),0.148723889
SSD,Travel services (% of commercial service exports),2.861626995
SSD,Insurance and financial services (% of commercial service exports),65.00504465
SSD,"Computer, communications and other services (% of commercial service exports)",31.98460446
ESP,Transport services (% of commercial service exports),11.13292064
ESP,Travel services (% of commercial service exports),52.1020326
ESP,Insurance and financial services (% of commercial service exports),4.145035518
ESP,"Computer, communications and other services (% of commercial service exports)",32.62001125
ESP,Chemicals (% of value added in manufacturing),12.29087142
ESP,"Food, beverages and tobacco (% of value added in manufacturing)",20.67960545
ESP,Machinery and transport equipment (% of value added in manufacturing),24.40495955
ESP,Other manufacturing (% of value added in manufacturing),38.83146818
ESP,Textiles and clothing (% of value added in manufacturing),3.793095392
LKA,Transport services (% of commercial service exports),34.503559
LKA,Travel services (% of commercial service exports),43.61683937
LKA,Insurance and financial services (% of commercial service exports),6.654015745
LKA,"Computer, communications and other services (% of commercial service exports)",15.22558589
LKA,Chemicals (% of value added in manufacturing),4.478506222
LKA,"Food, beverages and tobacco (% of value added in manufacturing)",36.06810738
LKA,Machinery and transport equipment (% of value added in manufacturing),1.908196987
LKA,Other manufacturing (% of value added in manufacturing),23.37917567
LKA,Textiles and clothing (% of value added in manufacturing),34.16601374
KNA,Transport services (% of commercial service exports),3.223387762
KNA,Travel services (% of commercial service exports),84.14117404
KNA,Insurance and financial services (% of commercial service exports),5.054682873
KNA,"Computer, communications and other services (% of commercial service exports)",7.580755328
LCA,Transport services (% of commercial service exports),1.787927735
LCA,Travel services (% of commercial service exports),94.4354377
LCA,Insurance and financial services (% of commercial service exports),0.652662987
LCA,"Computer, communications and other services (% of commercial service exports)",3.123971581
VCT,Transport services (% of commercial service exports),3.645467865
VCT,Travel services (% of commercial service exports),85.57274899
VCT,Insurance and financial services (% of commercial service exports),3.684331733
VCT,"Computer, communications and other services (% of commercial service exports)",7.097451407
SDN,Transport services (% of commercial service exports),27.29442848
SDN,Travel services (% of commercial service exports),63.42229001
SDN,Insurance and financial services (% of commercial service exports),0.205922868
SDN,"Computer, communications and other services (% of commercial service exports)",9.077358641
SUR,Transport services (% of commercial service exports),18.98504758
SUR,Travel services (% of commercial service exports),48.16980247
SUR,Insurance and financial services (% of commercial service exports),3.479202001
SUR,"Computer, communications and other services (% of commercial service exports)",29.36594795
SWE,Transport services (% of commercial service exports),16.53395278
SWE,Travel services (% of commercial service exports),15.50070858
SWE,Insurance and financial services (% of commercial service exports),7.072761311
SWE,"Computer, communications and other services (% of commercial service exports)",60.89257732
SWE,Chemicals (% of value added in manufacturing),5.156065736
SWE,"Food, beverages and tobacco (% of value added in manufacturing)",7.809641916
SWE,Machinery and transport equipment (% of value added in manufacturing),36.89073057
SWE,Other manufacturing (% of value added in manufacturing),49.40066847
SWE,Textiles and clothing (% of value added in manufacturing),0.742893317
CHE,Transport services (% of commercial service exports),11.61223051
CHE,Travel services (% of commercial service exports),14.95607492
CHE,Insurance and financial services (% of commercial service exports),24.33930187
CHE,"Computer, communications and other services (% of commercial service exports)",49.0923927
CHE,Chemicals (% of value added in manufacturing),23.90410923
CHE,"Food, beverages and tobacco (% of value added in manufacturing)",8.673316233
CHE,Machinery and transport equipment (% of value added in manufacturing),34.64017451
CHE,Other manufacturing (% of value added in manufacturing),31.71657601
CHE,Textiles and clothing (% of value added in manufacturing),1.065824014
TJK,Transport services (% of commercial service exports),80.09474812
TJK,Travel services (% of commercial service exports),0.382045271
TJK,Insurance and financial services (% of commercial service exports),0.608861004
TJK,"Computer, communications and other services (% of commercial service exports)",18.9143456
TZA,Transport services (% of commercial service exports),26.70502253
TZA,Travel services (% of commercial service exports),59.46985155
TZA,Insurance and financial services (% of commercial service exports),1.775244578
TZA,"Computer, communications and other services (% of commercial service exports)",12.04988135
TZA,Chemicals (% of value added in manufacturing),4.204792837
TZA,"Food, beverages and tobacco (% of value added in manufacturing)",70.05128063
TZA,Machinery and transport equipment (% of value added in manufacturing),2.053984578
TZA,Other manufacturing (% of value added in manufacturing),19.56622156
TZA,Textiles and clothing (% of value added in manufacturing),4.123720392
THA,Transport services (% of commercial service exports),11.09441565
THA,Travel services (% of commercial service exports),67.50210284
THA,Insurance and financial services (% of commercial service exports),1.200503667
THA,"Computer, communications and other services (% of commercial service exports)",20.20297785
THA,Chemicals (% of value added in manufacturing),7.676387797
THA,"Food, beverages and tobacco (% of value added in manufacturing)",19.98962039
THA,Machinery and transport equipment (% of value added in manufacturing),30.25950958
THA,Other manufacturing (% of value added in manufacturing),36.06963316
THA,Textiles and clothing (% of value added in manufacturing),6.004849071
TLS,Transport services (% of commercial service exports),1.49653781
TLS,Travel services (% of commercial service exports),57.25644615
TLS,Insurance and financial services (% of commercial service exports),1.592622732
TLS,"Computer, communications and other services (% of commercial service exports)",39.65439331
TGO,Transport services (% of commercial service exports),50.57783634
TGO,Travel services (% of commercial service exports),28.46722199
TGO,Insurance and financial services (% of commercial service exports),2.482629303
TGO,"Computer, communications and other services (% of commercial service exports)",18.47231237
TON,Transport services (% of commercial service exports),19.31215622
TON,Travel services (% of commercial service exports),65.31250276
TON,Insurance and financial services (% of commercial service exports),0.467278977
TON,"Computer, communications and other services (% of commercial service exports)",14.90806204
TTO,Transport services (% of commercial service exports),40.31117876
TTO,Travel services (% of commercial service exports),32.887274
TTO,Insurance and financial services (% of commercial service exports),4.25187457
TTO,"Computer, communications and other services (% of commercial service exports)",22.54967267
TUN,Transport services (% of commercial service exports),25.54374531
TUN,Travel services (% of commercial service exports),51.78317428
TUN,Insurance and financial services (% of commercial service exports),3.009025784
TUN,"Computer, communications and other services (% of commercial service exports)",19.66405462
TUN,Chemicals (% of value added in manufacturing),9.546872493
TUN,"Food, beverages and tobacco (% of value added in manufacturing)",19.66039858
TUN,Machinery and transport equipment (% of value added in manufacturing),12.86936427
TUN,Other manufacturing (% of value added in manufacturing),38.7173685
TUN,Textiles and clothing (% of value added in manufacturing),19.20599615
TUR,Transport services (% of commercial service exports),37.20449028
TUR,Travel services (% of commercial service exports),48.14832918
TUR,Insurance and financial services (% of commercial service exports),3.033709696
TUR,"Computer, communications and other services (% of commercial service exports)",11.61347084
TUR,Chemicals (% of value added in manufacturing),6.940131156
TUR,"Food, beverages and tobacco (% of value added in manufacturing)",12.95479149
TUR,Machinery and transport equipment (% of value added in manufacturing),18.19643304
TUR,Other manufacturing (% of value added in manufacturing),44.17050971
TUR,Textiles and clothing (% of value added in manufacturing),17.7381346
TCA,Transport services (% of commercial service exports),5.00018341
TCA,Travel services (% of commercial service exports),94.99981659
TCA,Insurance and financial services (% of commercial service exports),0
TCA,"Computer, communications and other services (% of commercial service exports)",0
UGA,Transport services (% of commercial service exports),8.405770673
UGA,Travel services (% of commercial service exports),48.21329685
UGA,Insurance and financial services (% of commercial service exports),3.06012673
UGA,"Computer, communications and other services (% of commercial service exports)",40.32080575
UKR,Transport services (% of commercial service exports),42.73076396
UKR,Travel services (% of commercial service exports),11.054725
UKR,Insurance and financial services (% of commercial service exports),1.604718146
UKR,"Computer, communications and other services (% of commercial service exports)",44.6097929
UKR,Chemicals (% of value added in manufacturing),9.355917954
UKR,"Food, beverages and tobacco (% of value added in manufacturing)",31.14555923
UKR,Machinery and transport equipment (% of value added in manufacturing),18.40582347
UKR,Other manufacturing (% of value added in manufacturing),39.09477801
UKR,Textiles and clothing (% of value added in manufacturing),1.997921344
ARE,Chemicals (% of value added in manufacturing),22.52763954
ARE,"Food, beverages and tobacco (% of value added in manufacturing)",7.759915931
ARE,Machinery and transport equipment (% of value added in manufacturing),12.2326151
ARE,Other manufacturing (% of value added in manufacturing),53.8070052
ARE,Textiles and clothing (% of value added in manufacturing),3.672824227
GBR,Transport services (% of commercial service exports),10.8643165
GBR,Travel services (% of commercial service exports),13.28313547
GBR,Insurance and financial services (% of commercial service exports),30.54158804
GBR,"Computer, communications and other services (% of commercial service exports)",45.31095999
GBR,Chemicals (% of value added in manufacturing),9.457930936
GBR,"Food, beverages and tobacco (% of value added in manufacturing)",18.31618274
GBR,Machinery and transport equipment (% of value added in manufacturing),34.93434255
GBR,Other manufacturing (% of value added in manufacturing),35.24958405
GBR,Textiles and clothing (% of value added in manufacturing),2.041959729
USA,Transport services (% of commercial service exports),12.30488679
USA,Travel services (% of commercial service exports),24.45889325
USA,Insurance and financial services (% of commercial service exports),18.88120322
USA,"Computer, communications and other services (% of commercial service exports)",44.35501674
USA,Chemicals (% of value added in manufacturing),15.93083346
USA,"Food, beverages and tobacco (% of value added in manufacturing)",15.14402612
USA,Machinery and transport equipment (% of value added in manufacturing),29.3744351
USA,Other manufacturing (% of value added in manufacturing),38.23751738
USA,Textiles and clothing (% of value added in manufacturing),1.313187939
URY,Transport services (% of commercial service exports),16.56894862
URY,Travel services (% of commercial service exports),42.15331582
URY,Insurance and financial services (% of commercial service exports),4.366889313
URY,"Computer, communications and other services (% of commercial service exports)",36.91084625
URY,Chemicals (% of value added in manufacturing),12.79042024
URY,"Food, beverages and tobacco (% of value added in manufacturing)",47.75626303
URY,Machinery and transport equipment (% of value added in manufacturing),4.549383107
URY,Other manufacturing (% of value added in manufacturing),29.63009183
URY,Textiles and clothing (% of value added in manufacturing),5.273841788
UZB,Transport services (% of commercial service exports),58.67144749
UZB,Travel services (% of commercial service exports),21.46810947
UZB,Insurance and financial services (% of commercial service exports),1.999525783
UZB,"Computer, communications and other services (% of commercial service exports)",17.86091726
VUT,Transport services (% of commercial service exports),14.05025372
VUT,Travel services (% of commercial service exports),80.41944463
VUT,Insurance and financial services (% of commercial service exports),2.448057965
VUT,"Computer, communications and other services (% of commercial service exports)",3.082243693
VEN,Transport services (% of commercial service exports),38.81253436
VEN,Travel services (% of commercial service exports),45.95931831
VEN,Insurance and financial services (% of commercial service exports),1.044529962
VEN,"Computer, communications and other services (% of commercial service exports)",14.18361737
VNM,Chemicals (% of value added in manufacturing),4.890845993
VNM,"Food, beverages and tobacco (% of value added in manufacturing)",17.35383205
VNM,Machinery and transport equipment (% of value added in manufacturing),31.36061618
VNM,Other manufacturing (% of value added in manufacturing),32.53240326
VNM,Textiles and clothing (% of value added in manufacturing),13.86230251
PSE,Transport services (% of commercial service exports),2.158381648
PSE,Travel services (% of commercial service exports),57.58988891
PSE,Insurance and financial services (% of commercial service exports),0.02123091
PSE,"Computer, communications and other services (% of commercial service exports)",40.23049853
PSE,"Food, beverages and tobacco (% of value added in manufacturing)",36.64647897
PSE,Machinery and transport equipment (% of value added in manufacturing),2.715232718
PSE,Other manufacturing (% of value added in manufacturing),54.223569
PSE,Textiles and clothing (% of value added in manufacturing),6.41471931
YEM,Transport services (% of commercial service exports),17.12685935
YEM,Travel services (% of commercial service exports),68.09187457
YEM,Insurance and financial services (% of commercial service exports),0
YEM,"Computer, communications and other services (% of commercial service exports)",14.78126609
YEM,Chemicals (% of value added in manufacturing),1.593738527
YEM,"Food, beverages and tobacco (% of value added in manufacturing)",53.17913287
YEM,Machinery and transport equipment (% of value added in manufacturing),0.254118233
YEM,Other manufacturing (% of value added in manufacturing),38.2835565
YEM,Textiles and clothing (% of value added in manufacturing),6.689453866
ZMB,Transport services (% of commercial service exports),7.183118389
ZMB,Travel services (% of commercial service exports),75.3986947
ZMB,Insurance and financial services (% of commercial service exports),9.338737015
ZMB,"Computer, communications and other services (% of commercial service exports)",8.079449897
ZMB,Chemicals (% of value added in manufacturing),9.666461863
ZMB,"Food, beverages and tobacco (% of value added in manufacturing)",37.40279119
ZMB,Other manufacturing (% of value added in manufacturing),51.6624243
ZMB,Textiles and clothing (% of value added in manufacturing),1.268322654
ZWE,Transport services (% of commercial service exports),26.30411255
ZWE,Travel services (% of commercial service exports),51.74695007
ZWE,Insurance and financial services (% of commercial service exports),0
ZWE,"Computer, communications and other services (% of commercial service exports)",21.94893737
ZWE,Chemicals (% of value added in manufacturing),4.565048344
ZWE,"Food, beverages and tobacco (% of value added in manufacturing)",37.15216432
ZWE,Machinery and transport equipment (% of value added in manufacturing),4.408443208
ZWE,Other manufacturing (% of value added in manufacturing),52.50195387
ZWE,Textiles and clothing (% of value added in manufacturing),1.372390265
ARB,Transport services (% of commercial service exports),28.55479202
ARB,Travel services (% of commercial service exports),46.43363749
ARB,Insurance and financial services (% of commercial service exports),8.018879498
ARB,"Computer, communications and other services (% of commercial service exports)",20.21838151
CSS,Transport services (% of commercial service exports),29.75321251
CSS,Travel services (% of commercial service exports),44.32459062
CSS,Insurance and financial services (% of commercial service exports),3.944513032
CSS,"Computer, communications and other services (% of commercial service exports)",21.97768384
CEB,Transport services (% of commercial service exports),27.34906439
CEB,Travel services (% of commercial service exports),25.98913719
CEB,Insurance and financial services (% of commercial service exports),2.459586992
CEB,"Computer, communications and other services (% of commercial service exports)",44.20221142
EAR,Transport services (% of commercial service exports),19.30869846
EAR,Travel services (% of commercial service exports),46.50187012
EAR,Insurance and financial services (% of commercial service exports),7.300686923
EAR,"Computer, communications and other services (% of commercial service exports)",28.17847434
EAS,Transport services (% of commercial service exports),21.94965402
EAS,Travel services (% of commercial service exports),25.87537637
EAS,Insurance and financial services (% of commercial service exports),6.053437569
EAS,"Computer, communications and other services (% of commercial service exports)",46.13373775
EAP,Transport services (% of commercial service exports),16.07434992
EAP,Travel services (% of commercial service exports),29.43629704
EAP,Insurance and financial services (% of commercial service exports),3.40296864
EAP,"Computer, communications and other services (% of commercial service exports)",51.08648065
TEA,Transport services (% of commercial service exports),16.07427839
TEA,Travel services (% of commercial service exports),29.43643321
TEA,Insurance and financial services (% of commercial service exports),3.402947116
TEA,"Computer, communications and other services (% of commercial service exports)",51.08643754
EMU,Transport services (% of commercial service exports),18.89108722
EMU,Travel services (% of commercial service exports),20.84502594
EMU,Insurance and financial services (% of commercial service exports),8.701831639
EMU,"Computer, communications and other services (% of commercial service exports)",51.5620552
ECS,Transport services (% of commercial service exports),21.75068942
ECS,Travel services (% of commercial service exports),20.52700912
ECS,Insurance and financial services (% of commercial service exports),9.229119076
ECS,"Computer, communications and other services (% of commercial service exports)",48.49318238
ECA,Transport services (% of commercial service exports),35.73488431
ECA,Travel services (% of commercial service exports),25.75807078
ECA,Insurance and financial services (% of commercial service exports),2.603139299
ECA,"Computer, communications and other services (% of commercial service exports)",35.90390561
TEC,Transport services (% of commercial service exports),33.68545275
TEC,Travel services (% of commercial service exports),25.22903846
TEC,Insurance and financial services (% of commercial service exports),2.473621809
TEC,"Computer, communications and other services (% of commercial service exports)",38.61188698
EUU,Transport services (% of commercial service exports),20.2660661
EUU,Travel services (% of commercial service exports),20.91127769
EUU,Insurance and financial services (% of commercial service exports),7.877405333
EUU,"Computer, communications and other services (% of commercial service exports)",50.94525087
FCS,Transport services (% of commercial service exports),33.30974439
FCS,Travel services (% of commercial service exports),42.31869497
FCS,Insurance and financial services (% of commercial service exports),9.608478324
FCS,"Computer, communications and other services (% of commercial service exports)",21.04714059
HPC,Transport services (% of commercial service exports),24.82679892
HPC,Travel services (% of commercial service exports),38.92044511
HPC,Insurance and financial services (% of commercial service exports),3.207074993
HPC,"Computer, communications and other services (% of commercial service exports)",33.36735424
HIC,Transport services (% of commercial service exports),21.09336021
HIC,Travel services (% of commercial service exports),22.54091599
HIC,Insurance and financial services (% of commercial service exports),10.65313063
HIC,"Computer, communications and other services (% of commercial service exports)",45.72206475
IBD,Transport services (% of commercial service exports),20.13498216
IBD,Travel services (% of commercial service exports),32.89759318
IBD,Insurance and financial services (% of commercial service exports),4.712643101
IBD,"Computer, communications and other services (% of commercial service exports)",42.60075966
IBT,Transport services (% of commercial service exports),20.907398
IBT,Travel services (% of commercial service exports),32.91165139
IBT,Insurance and financial services (% of commercial service exports),4.739622911
IBT,"Computer, communications and other services (% of commercial service exports)",41.77309821
IDB,Transport services (% of commercial service exports),45.81252674
IDB,Travel services (% of commercial service exports),27.55424189
IDB,Insurance and financial services (% of commercial service exports),3.291563966
IDB,"Computer, communications and other services (% of commercial service exports)",23.3416674
IDX,Transport services (% of commercial service exports),20.52146186
IDX,Travel services (% of commercial service exports),38.89821696
IDX,Insurance and financial services (% of commercial service exports),7.122825511
IDX,"Computer, communications and other services (% of commercial service exports)",33.67564055
IDA,Transport services (% of commercial service exports),33.39968065
IDA,Travel services (% of commercial service exports),33.13607015
IDA,Insurance and financial services (% of commercial service exports),5.175232352
IDA,"Computer, communications and other services (% of commercial service exports)",28.43058101
LTE,Transport services (% of commercial service exports),21.77332834
LTE,Travel services (% of commercial service exports),25.90620645
LTE,Insurance and financial services (% of commercial service exports),4.144479346
LTE,"Computer, communications and other services (% of commercial service exports)",48.18657502
LCN,Transport services (% of commercial service exports),17.51411497
LCN,Travel services (% of commercial service exports),48.41395569
LCN,Insurance and financial services (% of commercial service exports),8.296232628
LCN,"Computer, communications and other services (% of commercial service exports)",25.7870925
LAC,Transport services (% of commercial service exports),14.30564019
LAC,Travel services (% of commercial service exports),51.13808532
LAC,Insurance and financial services (% of commercial service exports),8.822888822
LAC,"Computer, communications and other services (% of commercial service exports)",25.74394702
TLA,Transport services (% of commercial service exports),17.57891981
TLA,Travel services (% of commercial service exports),48.27710108
TLA,Insurance and financial services (% of commercial service exports),8.347555074
TLA,"Computer, communications and other services (% of commercial service exports)",25.80793601
LDC,Transport services (% of commercial service exports),14.71578427
LDC,Travel services (% of commercial service exports),57.77964385
LDC,Insurance and financial services (% of commercial service exports),6.079849515
LDC,"Computer, communications and other services (% of commercial service exports)",21.60722316
LMY,Transport services (% of commercial service exports),20.13643298
LMY,Travel services (% of commercial service exports),33.52067927
LMY,Insurance and financial services (% of commercial service exports),4.871872119
LMY,"Computer, communications and other services (% of commercial service exports)",41.83246718
LIC,Transport services (% of commercial service exports),26.12934577
LIC,Travel services (% of commercial service exports),37.97779407
LIC,Insurance and financial services (% of commercial service exports),14.41943532
LIC,"Computer, communications and other services (% of commercial service exports)",22.15617013
LMC,Transport services (% of commercial service exports),23.3766404
LMC,Travel services (% of commercial service exports),27.32428831
LMC,Insurance and financial services (% of commercial service exports),3.625549468
LMC,"Computer, communications and other services (% of commercial service exports)",45.67407608
MEA,Transport services (% of commercial service exports),27.18083089
MEA,Insurance and financial services (% of commercial service exports),7.644208591
MEA,"Computer, communications and other services (% of commercial service exports)",24.46500109
MNA,Transport services (% of commercial service exports),26.32541397
MNA,Insurance and financial services (% of commercial service exports),11.55449719
MNA,"Computer, communications and other services (% of commercial service exports)",31.82070448
TMN,Transport services (% of commercial service exports),26.38788424
TMN,Insurance and financial services (% of commercial service exports),11.58432058
TMN,"Computer, communications and other services (% of commercial service exports)",31.79896569
MIC,Transport services (% of commercial service exports),20.06617395
MIC,Travel services (% of commercial service exports),33.46715833
MIC,Insurance and financial services (% of commercial service exports),4.75860954
MIC,"Computer, communications and other services (% of commercial service exports)",42.06716815
NAC,Transport services (% of commercial service exports),12.9390053
NAC,Travel services (% of commercial service exports),24.25831323
NAC,Insurance and financial services (% of commercial service exports),16.96473608
NAC,"Computer, communications and other services (% of commercial service exports)",45.83794539
OED,Transport services (% of commercial service exports),19.36926727
OED,Travel services (% of commercial service exports),23.1755757
OED,Insurance and financial services (% of commercial service exports),10.51470536
OED,"Computer, communications and other services (% of commercial service exports)",46.94045168
OSS,Transport services (% of commercial service exports),37.34065225
OSS,Travel services (% of commercial service exports),32.26361908
OSS,Insurance and financial services (% of commercial service exports),11.54369841
OSS,"Computer, communications and other services (% of commercial service exports)",19.60356368
PSS,Transport services (% of commercial service exports),24.08409825
PSS,Travel services (% of commercial service exports),64.16753749
PSS,Insurance and financial services (% of commercial service exports),0.700993888
PSS,"Computer, communications and other services (% of commercial service exports)",11.08169468
PST,Transport services (% of commercial service exports),20.57002735
PST,Travel services (% of commercial service exports),21.36902567
PST,Insurance and financial services (% of commercial service exports),11.06855121
PST,"Computer, communications and other services (% of commercial service exports)",46.99239577
PRE,Transport services (% of commercial service exports),25.44066756
PRE,Travel services (% of commercial service exports),49.64356211
PRE,Insurance and financial services (% of commercial service exports),4.395730109
PRE,"Computer, communications and other services (% of commercial service exports)",20.59226875
SST,Transport services (% of commercial service exports),36.43433102
SST,Travel services (% of commercial service exports),33.78785105
SST,Insurance and financial services (% of commercial service exports),10.60784156
SST,"Computer, communications and other services (% of commercial service exports)",19.78789518
SAS,Transport services (% of commercial service exports),15.4837076
SAS,Travel services (% of commercial service exports),13.23548635
SAS,Insurance and financial services (% of commercial service exports),5.084884567
SAS,"Computer, communications and other services (% of commercial service exports)",66.19592148
TSA,Transport services (% of commercial service exports),15.4837076
TSA,Travel services (% of commercial service exports),13.23548635
TSA,Insurance and financial services (% of commercial service exports),5.084884567
TSA,"Computer, communications and other services (% of commercial service exports)",66.19592148
SSF,Transport services (% of commercial service exports),25.28415016
SSF,Travel services (% of commercial service exports),49.89141433
SSF,Insurance and financial services (% of commercial service exports),5.306654703
SSF,"Computer, communications and other services (% of commercial service exports)",19.57904395
SSA,Transport services (% of commercial service exports),25.36688548
SSA,Travel services (% of commercial service exports),49.88723076
SSA,Insurance and financial services (% of commercial service exports),5.313789781
SSA,"Computer, communications and other services (% of commercial service exports)",19.49391239
TSS,Transport services (% of commercial service exports),25.28415016
TSS,Travel services (% of commercial service exports),49.89141433
TSS,Insurance and financial services (% of commercial service exports),5.306654703
TSS,"Computer, communications and other services (% of commercial service exports)",19.57904395
UMC,Transport services (% of commercial service exports),19.40707846
UMC,Travel services (% of commercial service exports),34.70610375
UMC,Insurance and financial services (% of commercial service exports),4.984162952
UMC,"Computer, communications and other services (% of commercial service exports)",41.3490528
WLD,Transport services (% of commercial service exports),20.79264287
WLD,Travel services (% of commercial service exports),25.96653881
WLD,Insurance and financial services (% of commercial service exports),8.835112858
WLD,"Computer, communications and other services (% of commercial service exports)",44.49957735
